Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,452,Maintenance and repair of motor vehicles,4520,Maintenance and repair of motor vehicles,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,453,Sale of motor vehicle parts and accessories,4531,Wholesale trade of motor vehicle parts and accessories,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,453,Sale of motor vehicle parts and accessories,4532,Retail trade of motor vehicle parts and accessories,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,45,Wholesale and retail trade and repair of motor vehicles and motorcycles,454,"Sale, maintenance and repair of motorcycles and related parts and accessories",4540,"Sale, maintenance and repair of motorcycles and related parts and accessories",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4611,"Agents involved in the sale of agricultural raw materials, live animals, textile raw materials and semi-finished goods",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4612,"Agents involved in the sale of fuels, ores, metals and industrial chemicals",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4613,Agents involved in the sale of timber and building materials,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4614,"Agents involved in the sale of machinery, industrial equipment, ships and aircraft",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4615,"Agents involved in the sale of furniture, household goods, hardware and ironmongery",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4616,"Agents involved in the sale of textiles, clothing, fur, footwear and leather goods",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4617,"Agents involved in the sale of food, beverages and tobacco",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4618,Agents specialised in the sale of other particular products,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",461,Wholesale on a fee or contract basis,4619,Agents involved in the sale of a variety of goods,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",462,Wholesale of agricultural raw materials and live animals,4621,"Wholesale of grain, unmanufactured tobacco, seeds and animal feeds",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",462,Wholesale of agricultural raw materials and live animals,4622,Wholesale of flowers and plants,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",462,Wholesale of agricultural raw materials and live animals,4623,Wholesale of live animals,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",462,Wholesale of agricultural raw materials and live animals,4624,"Wholesale of hides, skins and leather",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4631,Wholesale of fruit and vegetables,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4632,Wholesale of meat and meat products,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4633,"Wholesale of dairy products, eggs and edible oils and fats",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4634,Wholesale of beverages,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4634,Wholesale of beverages,46341,"Wholesale of fruit and vegetable juices, mineral waters and soft drinks"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4634,Wholesale of beverages,46342,"Wholesale of wine, beer, spirits and other alcoholic beverages"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4635,Wholesale of tobacco products,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4636,Wholesale of sugar and chocolate and sugar confectionery,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4637,"Wholesale of coffee, tea, cocoa and spices",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4638,"Wholesale of other food, including fish, crustaceans and molluscs",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",463,"Wholesale of food, beverages and tobacco",4639,"Non-specialised wholesale of food, beverages and tobacco",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4641,Wholesale of textiles,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4642,Wholesale of clothing and footwear,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4643,Wholesale of electrical household appliances,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4643,Wholesale of electrical household appliances,46431,"Wholesale of gramophone records, audio tapes, compact discs and video tapes and of the equipment on which these are played"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4643,Wholesale of electrical household appliances,46439,"Wholesale of radio and television goods and of electrical household appliances (other than of gramophone records, audio tapes, compact discs and video tapes and the equipment on which these are played) n.e.c."
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4644,Wholesale of china and glassware and cleaning materials,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4645,Wholesale of perfume and cosmetics,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4646,Wholesale of pharmaceutical goods,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4647,"Wholesale of furniture, carpets and lighting equipment",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4648,Wholesale of watches and jewellery,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4649,Wholesale of other household goods,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4649,Wholesale of other household goods,46491,Wholesale of musical instruments
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",464,Wholesale of household goods,4649,Wholesale of other household goods,46499,Wholesale of household goods (other than musical instruments) n.e.c.
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",465,Wholesale of information and communication equipment,4651,"Wholesale of computers, computer peripheral equipment and software",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",465,Wholesale of information and communication equipment,4652,Wholesale of electronic and telecommunications equipment and parts,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4661,"Wholesale of agricultural machinery, equipment and supplies",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4662,Wholesale of machine tools,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4663,"Wholesale of mining, construction and civil engineering machinery",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4664,Wholesale of machinery for the textile industry and of sewing and knitting machines,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4665,Wholesale of office furniture,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4666,Wholesale of other office machinery and equipment,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",466,"Wholesale of other machinery, equipment and supplies",4669,Wholesale of other machinery and equipment,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4671,"Wholesale of solid, liquid and gaseous fuels and related products",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4671,"Wholesale of solid, liquid and gaseous fuels and related products",46711,Wholesale of petroleum and petroleum products
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4671,"Wholesale of solid, liquid and gaseous fuels and related products",46719,Wholesale of fuels and related products (other than petroleum and petroleum products)
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4672,Wholesale of metals and metal ores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4673,"Wholesale of wood, construction materials and sanitary equipment",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4674,"Wholesale of hardware, plumbing and heating equipment and supplies",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4675,Wholesale of chemical products,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4676,Wholesale of other intermediate products,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",467,Other specialised wholesale,4677,Wholesale of waste and scrap,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,46,"Wholesale trade, except of motor vehicles and motorcycles",469,Non-specialised wholesale trade,4690,Non-specialised wholesale trade,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialised stores,4711,"Retail sale in non-specialised stores with food, beverages or tobacco predominating",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialised stores,4719,Other retail sale in non-specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4721,Retail sale of fruit and vegetables in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4722,Retail sale of meat and meat products in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4723,"Retail sale of fish, crustaceans and molluscs in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4724,"Retail sale of bread, cakes, flour confectionery and sugar confectionery in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4725,Retail sale of beverages in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4726,Retail sale of tobacco products in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",472,"Retail sale of food, beverages and tobacco in specialised stores",4729,Other retail sale of food in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",473,Retail sale of automotive fuel in specialised stores,4730,Retail sale of automotive fuel in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",474,Retail sale of information and communication equipment in specialised stores,4741,"Retail sale of computers, peripheral units and software in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",474,Retail sale of information and communication equipment in specialised stores,4742,Retail sale of telecommunications equipment in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",474,Retail sale of information and communication equipment in specialised stores,4742,Retail sale of telecommunications equipment in specialised stores,47421,Retail sale of mobile telephones in specialised stores
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",474,Retail sale of information and communication equipment in specialised stores,4742,Retail sale of telecommunications equipment in specialised stores,47429,"Retail sale of telecommunications equipment (other than mobile telephones) n.e.c., in specialised stores"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",474,Retail sale of information and communication equipment in specialised stores,4743,Retail sale of audio and video equipment in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4751,Retail sale of textiles in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4752,"Retail sale of hardware, paints and glass in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4753,"Retail sale of carpets, rugs, wall and floor coverings in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4754,Retail sale of electrical household appliances in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4759,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4759,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",47591,Retail sale of musical instruments and scores in specialised stores
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",475,Retail sale of other household equipment in specialised stores,4759,"Retail sale of furniture, lighting equipment and other household articles in specialised stores",47599,"Retail sale of furniture, lighting equipment and other household articles (other than musical instruments) n.e.c., in specialised stores"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",476,Retail sale of cultural and recreation goods in specialised stores,4761,Retail sale of books in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",476,Retail sale of cultural and recreation goods in specialised stores,4762,Retail sale of newspapers and stationery in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",476,Retail sale of cultural and recreation goods in specialised stores,4763,Retail sale of music and video recordings in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",476,Retail sale of cultural and recreation goods in specialised stores,4764,Retail sale of sporting equipment in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",476,Retail sale of cultural and recreation goods in specialised stores,4765,Retail sale of games and toys in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4771,Retail sale of clothing in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4772,Retail sale of footwear and leather goods in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4772,Retail sale of footwear and leather goods in specialised stores,47721,Retail sale of footwear in specialised stores
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4772,Retail sale of footwear and leather goods in specialised stores,47722,Retail sale of leather goods in specialised stores
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4773,Dispensing chemist in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4774,Retail sale of medical and orthopaedic goods in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4774,Retail sale of medical and orthopaedic goods in specialised stores,47741,Retail sale of hearing aids in specialised stores
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4774,Retail sale of medical and orthopaedic goods in specialised stores,47749,"Retail sale of medical and orthopaedic goods (other than hearing aids) n.e.c., in specialised stores"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4775,Retail sale of cosmetic and toilet articles in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4776,"Retail sale of flowers, plants, seeds, fertilisers, pet animals and pet food in specialised stores",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4777,Retail sale of watches and jewellery in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4778,Other retail sale of new goods in specialised stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4778,Other retail sale of new goods in specialised stores,47781,Retail sale in commercial art galleries
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4778,Other retail sale of new goods in specialised stores,47782,Retail sale by opticians
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4778,Other retail sale of new goods in specialised stores,47789,"Other retail sale of new goods in specialised stores (other than by opticians or commercial art galleries), n.e.c"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4779,Retail sale of second-hand goods in stores,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4779,Retail sale of second-hand goods in stores,47791,"Retail sale of antiques including antique books, in stores"
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialised stores,4779,Retail sale of second-hand goods in stores,47799,Retail sale of second-hand goods (other than antiques and antique books) in stores
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",478,Retail sale via stalls and markets,4781,"Retail sale via stalls and markets of food, beverages and tobacco products",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",478,Retail sale via stalls and markets,4782,"Retail sale via stalls and markets of textiles, clothing and footwear",nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",478,Retail sale via stalls and markets,4789,Retail sale via stalls and markets of other goods,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",4791,Retail sale via mail order houses or via Internet,nan,
 G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",4799,"Other retail sale not in stores, stalls or markets",nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,491,"Passenger rail transport, interurban",4910,"Passenger rail transport, interurban",nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,492,Freight rail transport,4920,Freight rail transport,nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4931,Urban and suburban passenger land transport,nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4931,Urban and suburban passenger land transport,49311,"Urban, suburban or metropolitan area passenger railway transportation by underground, metro and similar systems"
 H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4931,Urban and suburban passenger land transport,49319,"Urban, suburban or metropolitan area passenger land transport other than railway transportation by underground, metro and similar systems"
 H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4932,Taxi operation,nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,493,Other passenger land transport,4939,Other passenger land transport n.e.c.,nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,494,Freight transport by road and removal services,4941,Freight transport by road,nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,494,Freight transport by road and removal services,4942,Removal services,nan,
 H,Transportation and storage,49,Land transport and transport via pipelines,495,Transport via pipeline,4950,Transport via pipeline,nan,
 H,Transportation and storage,50,Water transport,501,Sea and coastal passenger water transport,5010,Sea and coastal passenger water transport,nan,
 H,Transportation and storage,50,Water transport,502,Sea and coastal freight water transport,5020,Sea and coastal freight water transport,nan,
 H,Transportation and storage,50,Water transport,503,Inland passenger water transport,5030,Inland passenger water transport,nan,
 H,Transportation and storage,50,Water transport,504,Inland freight water transport,5040,Inland freight water transport,nan,
 H,Transportation and storage,51,Air transport,511,Passenger air transport,5110,Passenger air transport,nan,
 H,Transportation and storage,51,Air transport,511,Passenger air transport,5110,Passenger air transport,51101,Scheduled passenger air transport
 H,Transportation and storage,51,Air transport,511,Passenger air transport,5110,Passenger air transport,51102,Non-scheduled passenger air transport
 H,Transportation and storage,51,Air transport,512,Freight air transport and space transport,5121,Freight air transport,nan,
 H,Transportation and storage,51,Air transport,512,Freight air transport and space transport,5122,Space transport,nan,
 H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,nan,
 H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,52101,Operation of warehousing and storage facilities for water transport activities of division 50
 H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,52102,Operation of warehousing and storage facilities for air transport activities of division 51
 H,Transportation and storage,52,Warehousing and support activities for transportation,521,Warehousing and storage,5210,Warehousing and storage,52103,Operation of warehousing and storage facilities for land transport activities of division 49
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,nan,
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52211,Operation of rail freight terminals
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52212,Operation of rail passenger facilities at railway stations
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52213,Operation of bus and coach passenger facilities at bus and coach stations
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5221,Service activities incidental to land transportation,52219,"Other service activities incidental to land transportation, n.e.c. (not including operation of rail freight terminals, passenger facilities at railway stations or passenger facilities at bus and coach stations)"
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5222,Service activities incidental to water transportation,nan,
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5223,Service activities incidental to air transportation,nan,
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,nan,
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,52241,Cargo handling for water transport activities of division 50
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,52242,Cargo handling for air transport activities of division 51
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5224,Cargo handling,52243,Cargo handling for land transport activities of division 49
 H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,5229,Other transportation support activities,nan,
 H,Transportation and storage,53,Postal and courier activities,531,Postal activities under universal service obligation,5310,Postal activities under universal service obligation,nan,
 H,Transportation and storage,53,Postal and courier activities,532,Other postal and courier activities,5320,Other postal and courier activities,nan,
 H,Transportation and storage,53,Postal and courier activities,532,Other postal and courier activities,5320,Other postal and courier activities,53201,Licensed Carriers
