Section,Section name,SIC2dg1,Division name,Group,Group name,Class,Class name,Sub class,Sub class name
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,111,"Growing of cereals (except rice), leguminous crops and oil seeds",nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,112,Growing of rice,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,113,"Growing of vegetables and melons, roots and tubers",nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,114,Growing of sugar cane,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,115,Growing of tobacco,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,116,Growing of fibre crops,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",11,Growing of non-perennial crops,119,Growing of other non-perennial crops,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,121,Growing of grapes,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,122,Growing of tropical and subtropical fruits,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,123,Growing of citrus fruits,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,124,Growing of pome fruits and stone fruits,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,125,Growing of other tree and bush fruits and nuts,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,126,Growing of oleaginous fruits,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,127,Growing of beverage crops,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,128,"Growing of spices, aromatic, drug and pharmaceutical crops",nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",12,Growing of perennial crops,129,Growing of other perennial crops,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",13,Plant propagation,130,Plant propagation,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,141,Raising of dairy cattle,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,142,Raising of other cattle and buffaloes,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,143,Raising of horses and other equines,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,144,Raising of camels and camelids,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,145,Raising of sheep and goats,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,146,Raising of swine/pigs,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,147,Raising of poultry,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",14,Animal production,149,Raising of other animals,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",15,Mixed farming,150,Mixed farming,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,161,Support activities for crop production,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,162,Support activities for animal production,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,162,Support activities for animal production,1621,Farm animal boarding and care
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,162,Support activities for animal production,1629,Support activities for animal production (other than farm animal boarding and care) n.e.c.
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,163,Post-harvest crop activities,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",16,Support activities to agriculture and post-harvest crop activities,164,Seed processing for propagation,nan,
 A,"Agriculture, forestry and fishing",1,"Crop and animal production, hunting and related service activities",17,"Hunting, trapping and related service activities",170,"Hunting, trapping and related service activities",nan,
 A,"Agriculture, forestry and fishing",2,Forestry and logging,21,Silviculture and other forestry activities,210,Silviculture and other forestry activities,nan,
 A,"Agriculture, forestry and fishing",2,Forestry and logging,22,Logging,220,Logging,nan,
 A,"Agriculture, forestry and fishing",2,Forestry and logging,23,Gathering of wild growing non-wood products,230,Gathering of wild growing non-wood products,nan,
 A,"Agriculture, forestry and fishing",2,Forestry and logging,24,Support services to forestry,240,Support services to forestry,nan,
 A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,31,Fishing,311,Marine fishing,nan,
 A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,31,Fishing,312,Freshwater fishing,nan,
 A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,32,Aquaculture,321,Marine aquaculture,nan,
 A,"Agriculture, forestry and fishing",3,Fishing and aquaculture,32,Aquaculture,322,Freshwater aquaculture,nan,
 B,Mining and quarrying,5,Mining of coal and lignite,51,Mining of hard coal,510,Mining of hard coal,nan,
 B,Mining and quarrying,5,Mining of coal and lignite,51,Mining of hard coal,510,Mining of hard coal,5101,Mining of hard coal from deep coal mines (underground mining)
 B,Mining and quarrying,5,Mining of coal and lignite,51,Mining of hard coal,510,Mining of hard coal,5102,Mining of hard coal from open cast coal working (surface mining)
 B,Mining and quarrying,5,Mining of coal and lignite,52,Mining of lignite,520,Mining of lignite,nan,
 B,Mining and quarrying,6,Extraction of crude petroleum and natural gas,61,Extraction of crude petroleum,610,Extraction of crude petroleum,nan,
 B,Mining and quarrying,6,Extraction of crude petroleum and natural gas,62,Extraction of natural gas,620,Extraction of natural gas,nan,
 B,Mining and quarrying,7,Mining of metal ores,71,Mining of iron ores,710,Mining of iron ores,nan,
 B,Mining and quarrying,7,Mining of metal ores,72,Mining of non-ferrous metal ores,721,Mining of uranium and thorium ores,nan,
 B,Mining and quarrying,7,Mining of metal ores,72,Mining of non-ferrous metal ores,729,Mining of other non-ferrous metal ores,nan,
 B,Mining and quarrying,8,Other mining and quarrying,81,"Quarrying of stone, sand and clay",811,"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",nan,
 B,Mining and quarrying,8,Other mining and quarrying,81,"Quarrying of stone, sand and clay",812,Operation of gravel and sand pits; mining of clays and kaolin,nan,
 B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,891,Mining of chemical and fertiliser minerals,nan,
 B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,892,Extraction of peat,nan,
 B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,893,Extraction of salt,nan,
 B,Mining and quarrying,8,Other mining and quarrying,89,Mining and quarrying n.e.c.,899,Other mining and quarrying n.e.c.,nan,
 B,Mining and quarrying,9,Mining support service activities,91,Support activities for petroleum and natural gas extraction,910,Support activities for petroleum and natural gas extraction,nan,
 B,Mining and quarrying,9,Mining support service activities,99,Support activities for other mining and quarrying,990,Support activities for other mining and quarrying,nan,
 C,Manufacturing,10,Manufacture of food products,101,Processing and preserving of meat and production of meat products,1011,Processing and preserving of meat,nan,
 C,Manufacturing,10,Manufacture of food products,101,Processing and preserving of meat and production of meat products,1012,Processing and preserving of poultry meat,nan,
 C,Manufacturing,10,Manufacture of food products,101,Processing and preserving of meat and production of meat products,1013,Production of meat and poultry meat products,nan,
 C,Manufacturing,10,Manufacture of food products,102,"Processing and preserving of fish, crustaceans and molluscs",1020,"Processing and preserving of fish, crustaceans and molluscs",nan,
 C,Manufacturing,10,Manufacture of food products,103,Processing and preserving of fruit and vegetables,1031,Processing and preserving of potatoes,nan,
 C,Manufacturing,10,Manufacture of food products,103,Processing and preserving of fruit and vegetables,1032,Manufacture of fruit and vegetable juice,nan,
 C,Manufacturing,10,Manufacture of food products,103,Processing and preserving of fruit and vegetables,1039,Other processing and preserving of fruit and vegetables,nan,
 C,Manufacturing,10,Manufacture of food products,104,Manufacture of vegetable and animal oils and fats,1041,Manufacture of oils and fats,nan,
 C,Manufacturing,10,Manufacture of food products,104,Manufacture of vegetable and animal oils and fats,1042,Manufacture of margarine and similar edible fats,nan,
 C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,nan,
 C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,10511,Liquid milk and cream production
 C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,10512,Butter and cheese production
 C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1051,Operation of dairies and cheese making,10519,"Manufacture of milk products (other than liquid milk and cream, butter, cheese) n.e.c."
 C,Manufacturing,10,Manufacture of food products,105,Manufacture of dairy products,1052,Manufacture of ice cream,nan,
 C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1061,Manufacture of grain mill products,nan,
 C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1061,Manufacture of grain mill products,10611,Grain milling
 C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1061,Manufacture of grain mill products,10612,Manufacture of breakfast cereals and cereals-based foods
 C,Manufacturing,10,Manufacture of food products,106,"Manufacture of grain mill products, starches and starch products",1062,Manufacture of starches and starch products,nan,
 C,Manufacturing,10,Manufacture of food products,107,Manufacture of bakery and farinaceous products,1071,Manufacture of bread; manufacture of fresh pastry goods and cakes,nan,
 C,Manufacturing,10,Manufacture of food products,107,Manufacture of bakery and farinaceous products,1072,Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,nan,
 C,Manufacturing,10,Manufacture of food products,107,Manufacture of bakery and farinaceous products,1073,"Manufacture of macaroni, noodles, couscous and similar farinaceous products",nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1081,Manufacture of sugar,nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1082,"Manufacture of cocoa, chocolate and sugar confectionery",nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1082,"Manufacture of cocoa, chocolate and sugar confectionery",10821,"Manufacture of cocoa, and chocolate confectionery"
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1082,"Manufacture of cocoa, chocolate and sugar confectionery",10822,Manufacture of sugar confectionery
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1083,Processing of tea and coffee,nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1083,Processing of tea and coffee,10831,Tea processing
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1083,Processing of tea and coffee,10832,Production of coffee and coffee substitutes
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1084,Manufacture of condiments and seasonings,nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1085,Manufacture of prepared meals and dishes,nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1086,Manufacture of homogenised food preparations and dietetic food,nan,
 C,Manufacturing,10,Manufacture of food products,108,Manufacture of other food products,1089,Manufacture of other food products n.e.c.,nan,
 C,Manufacturing,10,Manufacture of food products,109,Manufacture of prepared animal feeds,1091,Manufacture of prepared feeds for farm animals,nan,
 C,Manufacturing,10,Manufacture of food products,109,Manufacture of prepared animal feeds,1092,Manufacture of prepared pet foods,nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1101,"Distilling, rectifying and blending of spirits",nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1102,Manufacture of wine from grape,nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1103,Manufacture of cider and other fruit wines,nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1104,Manufacture of other non-distilled fermented beverages,nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1105,Manufacture of beer,nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1106,Manufacture of malt,nan,
 C,Manufacturing,11,Manufacture of beverages,110,Manufacture of beverages,1107,Manufacture of soft drinks; production of mineral waters and other bottled waters,nan,
 C,Manufacturing,12,Manufacture of tobacco products,120,Manufacture of tobacco products,1200,Manufacture of tobacco products,nan,
 C,Manufacturing,13,Manufacture of textiles,131,Preparation and spinning of textile fibres,1310,Preparation and spinning of textile fibres,nan,
 C,Manufacturing,13,Manufacture of textiles,132,Weaving of textiles,1320,Weaving of textiles,nan,
 C,Manufacturing,13,Manufacture of textiles,133,Finishing of textiles,1330,Finishing of textiles,nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1391,Manufacture of knitted and crocheted fabrics,nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",13921,Manufacture of soft furnishings
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",13922,"Manufacture of canvas goods, sacks etc."
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1392,"Manufacture of made-up textile articles, except apparel",13923,Manufacture of household textiles (other than soft furnishings of 13.92/1)
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1393,Manufacture of carpets and rugs,nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1393,Manufacture of carpets and rugs,13931,Manufacture of woven or tufted carpets and rugs
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1393,Manufacture of carpets and rugs,13939,Manufacture of carpets and rugs (other than woven or tufted) n.e.c.
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1394,"Manufacture of cordage, rope, twine and netting",nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1395,"Manufacture of non-wovens and articles made from non-wovens, except apparel",nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1396,Manufacture of other technical and industrial textiles,nan,
 C,Manufacturing,13,Manufacture of textiles,139,Manufacture of other textiles,1399,Manufacture of other textiles n.e.c.,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1411,Manufacture of leather clothes,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1412,Manufacture of workwear,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1413,Manufacture of other outerwear,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1413,Manufacture of other outerwear,14131,"Manufacture of men's outerwear, other than leather clothes and workwear"
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1413,Manufacture of other outerwear,14132,"Manufacture of women's outerwear, other than leather clothes and workwear"
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1414,Manufacture of underwear,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1414,Manufacture of underwear,14141,Manufacture of men's underwear
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1414,Manufacture of underwear,14142,Manufacture of women's underwear
 C,Manufacturing,14,Manufacture of wearing apparel,141,"Manufacture of wearing apparel, except fur apparel",1419,Manufacture of other wearing apparel and accessories,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,142,Manufacture of articles of fur,1420,Manufacture of articles of fur,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,143,Manufacture of knitted and crocheted apparel,1431,Manufacture of knitted and crocheted hosiery,nan,
 C,Manufacturing,14,Manufacture of wearing apparel,143,Manufacture of knitted and crocheted apparel,1439,Manufacture of other knitted and crocheted apparel,nan,
 C,Manufacturing,15,Manufacture of leather and related products,151,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",1511,Tanning and dressing of leather; dressing and dyeing of fur,nan,
 C,Manufacturing,15,Manufacture of leather and related products,151,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",1512,"Manufacture of luggage, handbags and the like, saddlery and harness",nan,
 C,Manufacturing,15,Manufacture of leather and related products,152,Manufacture of footwear,1520,Manufacture of footwear,nan,
 C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",161,Sawmilling and planing of wood,1610,Sawmilling and planing of wood,nan,
 C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1621,Manufacture of veneer sheets and wood-based panels,nan,
 C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1622,Manufacture of assembled parquet floors,nan,
 C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1623,Manufacture of other builders' carpentry and joinery,nan,
 C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1624,Manufacture of wooden containers,nan,
 C,Manufacturing,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",nan,
 C,Manufacturing,17,Manufacture of paper and paper products,171,"Manufacture of pulp, paper and paperboard",1711,Manufacture of pulp,nan,
 C,Manufacturing,17,Manufacture of paper and paper products,171,"Manufacture of pulp, paper and paperboard",1712,Manufacture of paper and paperboard,nan,
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,nan,
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17211,Manufacture of corrugated paper and paperboard; manufacture of sacks and bags of paper
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1721,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17219,Manufacture of paper and paperboard containers other than sacks and bags
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1722,Manufacture of household and sanitary goods and of toilet requisites,nan,
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1723,Manufacture of paper stationery,nan,
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1724,Manufacture of wallpaper,nan,
 C,Manufacturing,17,Manufacture of paper and paper products,172,Manufacture of articles of paper and paperboard,1729,Manufacture of other articles of paper and paperboard,nan,
 C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1811,Printing of newspapers,nan,
 C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Other printing,nan,
 C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Other printing,18121,Manufacture of printed labels
 C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Other printing,18129,Printing (other than printing of newspapers and printing on labels and tags) n.e.c.
 C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1813,Pre-press and pre-media services,nan,
 C,Manufacturing,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1814,Binding and related services,nan,
 C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,nan,
 C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,18201,Reproduction of sound recording
 C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,18202,Reproduction of video recording
 C,Manufacturing,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,18203,Reproduction of computer media
 C,Manufacturing,19,Manufacture of coke and refined petroleum products,191,Manufacture of coke oven products,1910,Manufacture of coke oven products,nan,
 C,Manufacturing,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products,1920,Manufacture of refined petroleum products,nan,
 C,Manufacturing,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products,1920,Manufacture of refined petroleum products,19201,Mineral oil refining
 C,Manufacturing,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products,1920,Manufacture of refined petroleum products,19209,Other treatment of petroleum products (excluding mineral oil refining/petrochemicals manufacture)
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2011,Manufacture of industrial gases,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2012,Manufacture of dyes and pigments,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2013,Manufacture of other inorganic basic chemicals,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2014,Manufacture of other organic basic chemicals,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2015,Manufacture of fertilisers and nitrogen compounds,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2016,Manufacture of plastics in primary forms,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",2017,Manufacture of synthetic rubber in primary forms,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,202,Manufacture of pesticides and other agrochemical products,2020,Manufacture of pesticides and other agrochemical products,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2030,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2030,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20301,"Manufacture of paints, varnishes and similar coatings, mastics and sealants"
 C,Manufacturing,20,Manufacture of chemicals and chemical products,203,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",2030,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20302,Manufacture of printing ink
 C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2041,"Manufacture of soap and detergents, cleaning and polishing preparations",nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2041,"Manufacture of soap and detergents, cleaning and polishing preparations",20411,Manufacture of soap and detergents
 C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2041,"Manufacture of soap and detergents, cleaning and polishing preparations",20412,Manufacture of cleaning and polishing preparations
 C,Manufacturing,20,Manufacture of chemicals and chemical products,204,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",2042,Manufacture of perfumes and toilet preparations,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2051,Manufacture of explosives,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2052,Manufacture of glues,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2053,Manufacture of essential oils,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,205,Manufacture of other chemical products,2059,Manufacture of other chemical products n.e.c.,nan,
 C,Manufacturing,20,Manufacture of chemicals and chemical products,206,Manufacture of man-made fibres,2060,Manufacture of man-made fibres,nan,
 C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,211,Manufacture of basic pharmaceutical products,2110,Manufacture of basic pharmaceutical products,nan,
 C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,212,Manufacture of pharmaceutical preparations,2120,Manufacture of pharmaceutical preparations,nan,
 C,Manufacturing,22,Manufacture of rubber and plastic products,221,Manufacture of rubber products,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,nan,
 C,Manufacturing,22,Manufacture of rubber and plastic products,221,Manufacture of rubber products,2219,Manufacture of other rubber products,nan,
 C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2221,"Manufacture of plastic plates, sheets, tubes and profiles",nan,
 C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2222,Manufacture of plastic packing goods,nan,
 C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2223,Manufacture of builders’ ware of plastic,nan,
 C,Manufacturing,22,Manufacture of rubber and plastic products,222,Manufacture of plastics products,2229,Manufacture of other plastic products,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2311,Manufacture of flat glass,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2312,Shaping and processing of flat glass,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2313,Manufacture of hollow glass,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2314,Manufacture of glass fibres,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,231,Manufacture of glass and glass products,2319,"Manufacture and processing of other glass, including technical glassware",nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,232,Manufacture of refractory products,2320,Manufacture of refractory products,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,233,Manufacture of clay building materials,2331,Manufacture of ceramic tiles and flags,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,233,Manufacture of clay building materials,2332,"Manufacture of bricks, tiles and construction products, in baked clay",nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,234,Manufacture of other porcelain and ceramic products,2341,Manufacture of ceramic household and ornamental articles,nan,
 C,Manufacturing,23,Manufacture of other non-metallic mineral products,234,Manufacture of other porcelain and ceramic products,2342,Manufacture of ceramic sanitary fixtures,nan,
